jobId,title,companyName,companySize,industry,companyType,salaryMin,salaryMax,city,province,cityTier,education,experience,skills,welfare,publishDate,sourceUrl
SYN-000350,推荐系统工程师,金山软件,1000-2000人,在线教育,民营,35,69,深圳,广东,一线,本科,3-5年,MongoDB|Zookeeper|RESTful API|Jenkins|Pandas|Seaborn|OpenCV|机器学习,弹性工作制|项目奖金|交通补贴|补充商业保险,2026-05-09,https://synthetic.dataset/SYN-000350
SYN-000351,Go开发工程师,商汤科技,1000-2000人,物联网,民营,4,9,东莞,广东,新一线,本科,3年及以下,NumPy|Azure|SVN,住房补贴|出国机会|结婚礼金|零食不限量|生育礼金|下午茶,2026-01-31,https://synthetic.dataset/SYN-000351
SYN-000352,Android开发工程师,百度,5000-10000人,互联网/搜索,上市公司,6,14,福州,福建,二线,本科,1-3年,Zookeeper|OpenCV|Angular|React|Matplotlib|GraphQL|Hadoop,团建活动|通讯补贴|住房补贴|补充商业保险,2026-05-13,https://synthetic.dataset/SYN-000352
SYN-000353,测试开发工程师,OPPO,5000-10000人,智能硬件,民营,9,22,厦门,福建,二线,不限,应届,SQL|Nginx|深度学习|Selenium|MySQL,股票期权|技术培训|交通补贴|出国机会|生育礼金,2026-03-26,https://synthetic.dataset/SYN-000353
SYN-000354,机器人工程师,旷视科技,500-1000人,人工智能,民营,15,28,西安,陕西,新一线,本科,1-3年,TypeScript|Prometheus|机器学习|Flink|PostgreSQL,住房补贴|交通补贴|结婚礼金|带薪年假,2026-02-08,https://synthetic.dataset/SYN-000354
SYN-000355,数据分析师,字节跳动,10000人以上,互联网/内容,民营,2,7,深圳,广东,一线,本科,不限,TensorFlow|深度学习|微服务|Matplotlib,健身房|项目奖金|技术培训|生育礼金,2026-06-07,https://synthetic.dataset/SYN-000355
SYN-000356,技术总监,小米,5000-10000人,互联网医疗,上市公司,39,80,苏州,江苏,新一线,硕士,5-10年,HBase|Spark|RocketMQ|NumPy,补充商业保险|通讯补贴,2026-04-25,https://synthetic.dataset/SYN-000356
SYN-000357,算法工程师,商汤科技,1000-2000人,人工智能,民营,42,85,济南,山东,二线,大专,不限,React|Elasticsearch,生育礼金|零食不限量|五险一金|年终奖,2025-11-17,https://synthetic.dataset/SYN-000357
SYN-000358,机器人工程师,金山软件,1000-2000人,办公软件,上市公司,4,5,郑州,河南,新一线,本科,1年以内,Shell|Node.js|Pandas|Flink|Angular|GraphQL|MongoDB|OpenCV,绩效奖金|定期调薪|五险一金|年度体检,2025-11-08,https://synthetic.dataset/SYN-000358
SYN-000359,iOS开发工程师,海信集团,5000-10000人,智能硬件,上市公司,10,23,郑州,河南,新一线,本科,1-3年,FastAPI|Spring Cloud|Swift|JUnit|AWS|Python|腾讯云|Zookeeper,下午茶|带薪年假|通讯补贴|年终奖,2025-12-09,https://synthetic.dataset/SYN-000359
SYN-000360,技术文档工程师,百度,5000-10000人,互联网/搜索,上市公司,21,41,成都,四川,新一线,本科,1年以内,Redis|Flutter|RESTful API|NLP|腾讯云|深度学习|Spark|Selenium,定期调薪|弹性工作制|通讯补贴,2026-04-01,https://synthetic.dataset/SYN-000360
SYN-000361,中间件开发工程师,商汤科技,1000-2000人,人工智能,民营,34,73,武汉,湖北,新一线,本科,3年及以下,TypeScript|PyTorch,绩效奖金|住房补贴|生育礼金|通讯补贴|五险一金,2025-10-31,https://synthetic.dataset/SYN-000361
SYN-000362,中间件开发工程师,理想汽车,2000-5000人,新能源汽车,上市公司,14,25,苏州,江苏,新一线,本科,不限,Vue|HBase|SQL|MyBatis,弹性工作制|扁平化管理|带薪年假|餐补|绩效奖金,2025-11-15,https://synthetic.dataset/SYN-000362
SYN-000363,硬件工程师,深信服,2000-5000人,企业软件,上市公司,2,9,杭州,浙江,新一线,本科,3年及以下,PostgreSQL|RESTful API|DDD|TypeScript|Zookeeper|Python|Selenium|Seaborn,交通补贴|出国机会,2026-06-29,https://synthetic.dataset/SYN-000363
SYN-000364,中间件开发工程师,蔚来汽车,2000-5000人,新能源汽车,上市公司,13,29,杭州,浙江,新一线,本科,5-10年,Python|机器学习|Pandas,带薪年假|技术培训,2026-05-02,https://synthetic.dataset/SYN-000364
SYN-000365,系统管理员,阿里巴巴,10000人以上,互联网/电商,上市公司,9,22,苏州,江苏,新一线,硕士,3-5年,Confluence|Nginx,零食不限量|交通补贴,2026-04-06,https://synthetic.dataset/SYN-000365
SYN-000366,推荐系统工程师,长江存储,2000-5000人,芯片制造,民营,6,14,重庆,重庆,新一线,硕士,1-3年,腾讯云|Confluence|Elasticsearch|NoSQL|Spark SQL|Angular|Spring Cloud,出国机会|交通补贴|定期调薪|五险一金|生育礼金|健身房,2026-04-03,https://synthetic.dataset/SYN-000366
SYN-000367,售前工程师,滴滴出行,2000-5000人,互联网/出行,民营,24,55,合肥,安徽,二线,大专,1年以内,Kubernetes|Docker|Redis|C++|深度学习,结婚礼金|项目奖金|健身房,2026-02-19,https://synthetic.dataset/SYN-000367
SYN-000368,售前工程师,携程,5000-10000人,互联网/旅游,上市公司,10,16,青岛,山东,二线,大专,5-10年,GitLab CI|SVN|计算机视觉|Docker|JUnit|微服务|TDD,股票期权|绩效奖金|年度体检|扁平化管理|交通补贴,2026-02-21,https://synthetic.dataset/SYN-000368
SYN-000369,数据工程师,滴滴出行,2000-5000人,互联网/出行,民营,30,62,厦门,福建,二线,本科,3年及以下,Flink|JMeter|Django|Java|Kotlin|Vue|Cypress|Selenium,带薪年假|通讯补贴|交通补贴|生育礼金|绩效奖金|年度体检,2026-01-19,https://synthetic.dataset/SYN-000369
SYN-000370,数据工程师,蔚来汽车,2000-5000人,新能源汽车,上市公司,42,82,天津,天津,新一线,博士,3年及以下,GitLab CI|Hadoop|NumPy|Django|TypeScript,生育礼金|补充商业保险|结婚礼金|下午茶|五险一金|年度体检,2025-09-28,https://synthetic.dataset/SYN-000370
SYN-000371,UI/UX设计师,科大讯飞,2000-5000人,人工智能/语音,上市公司,5,11,济南,山东,二线,本科,不限,NLP|Azure,通讯补贴|年度体检|交通补贴|住房补贴|绩效奖金|项目奖金,2026-02-21,https://synthetic.dataset/SYN-000371
SYN-000372,CV算法工程师,旷视科技,500-1000人,人工智能,民营,7,13,郑州,河南,新一线,本科,应届,AWS|Zookeeper|Vue|NLP|PostgreSQL|Matplotlib|JMeter,定期调薪|技术培训,2025-11-18,https://synthetic.dataset/SYN-000372
SYN-000373,SRE工程师,知乎,1000-2000人,互联网/内容,国企,3,11,合肥,安徽,二线,本科,3-5年,Flask|Shell|SVN|AWS|Spark,年度体检|股票期权|定期调薪|交通补贴|住房补贴,2025-12-15,https://synthetic.dataset/SYN-000373
SYN-000374,技术支持工程师,药明康德,5000-10000人,金融科技,上市公司,6,10,东莞,广东,新一线,博士,不限,NLP|Vue|HBase|Redis,定期调薪|住房补贴|健身房|团建活动,2026-01-26,https://synthetic.dataset/SYN-000374
SYN-000375,技术支持工程师,京东,5000-10000人,互联网/电商,民营,9,20,武汉,湖北,新一线,不限,5-10年,MySQL|NumPy|JavaScript|HBase|TypeScript|微服务|MongoDB|FastAPI,定期调薪|结婚礼金|健身房|弹性工作制|绩效奖金,2025-09-24,https://synthetic.dataset/SYN-000375
SYN-000376,AI训练师,紫光展锐,1000-2000人,新能源/电池,民营,12,23,杭州,浙江,新一线,本科,应届,Django|FastAPI|Zookeeper|敏捷开发|Cypress,年度体检|通讯补贴,2026-03-11,https://synthetic.dataset/SYN-000376
SYN-000377,系统管理员,BOSS直聘,1000-2000人,互联网/招聘,上市公司,5,8,南京,江苏,新一线,大专,1年以内,阿里云|Jenkins|Spring Cloud|Pandas,绩效奖金|年终奖|五险一金,2025-11-01,https://synthetic.dataset/SYN-000377
SYN-000378,Android开发工程师,宁德时代,5000-10000人,新能源/电池,上市公司,1,5,济南,山东,二线,博士,1-3年,Zookeeper|RESTful API|Linux|C++|深度学习,绩效奖金|年度体检,2026-03-17,https://synthetic.dataset/SYN-000378
SYN-000379,数据库管理员(DBA),紫光展锐,1000-2000人,互联网/电商,民营,16,28,东莞,广东,新一线,大专,3年及以下,RabbitMQ|Cypress|Hive|Selenium|Redis|TensorFlow|TDD|Angular,下午茶|带薪年假,2026-06-13,https://synthetic.dataset/SYN-000379
SYN-000380,C++开发工程师,深信服,2000-5000人,网络安全,上市公司,3,9,长沙,湖南,新一线,本科,应届,Matplotlib|JMeter|MySQL|腾讯云|FastAPI|Kafka|Grafana|PyTorch,健身房|团建活动|出国机会|住房补贴|弹性工作制|股票期权,2026-07-10,https://synthetic.dataset/SYN-000380
SYN-000381,Go开发工程师,莉莉丝游戏,500-1000人,游戏,民营,5,9,福州,福建,二线,本科,应届,RESTful API|Pandas|Selenium|Hadoop|OpenCV,下午茶|出国机会|住房补贴|技术培训|补充商业保险,2026-02-24,https://synthetic.dataset/SYN-000381
SYN-000382,前端开发工程师,米哈游,2000-5000人,游戏,民营,5,13,西安,陕西,新一线,本科,3-5年,Prometheus|Rust,下午茶|带薪年假|零食不限量,2025-10-24,https://synthetic.dataset/SYN-000382
SYN-000383,技术支持工程师,中兴通讯,5000-10000人,通信设备,上市公司,29,59,郑州,河南,新一线,本科,应届,PostgreSQL|Nginx|Flutter|OpenCV|Shell|TypeScript,结婚礼金|技术培训|餐补|弹性工作制,2026-05-28,https://synthetic.dataset/SYN-000383
SYN-000384,SRE工程师,美的集团,5000-10000人,家电制造,创业公司,20,44,重庆,重庆,新一线,硕士,不限,JUnit|HBase|RocketMQ,扁平化管理|团建活动|零食不限量,2026-04-25,https://synthetic.dataset/SYN-000384
SYN-000385,技术支持工程师,京东,5000-10000人,互联网/电商,上市公司,6,10,武汉,湖北,新一线,本科,1年以内,TypeScript|Scikit-learn|Kotlin,年度体检|弹性工作制|技术培训|结婚礼金,2025-10-02,https://synthetic.dataset/SYN-000385
SYN-000386,推荐系统工程师,科大讯飞,2000-5000人,人工智能/语音,上市公司,4,7,重庆,重庆,新一线,本科,3-5年,OpenCV|GraphQL,带薪年假|定期调薪|扁平化管理|技术培训,2025-12-05,https://synthetic.dataset/SYN-000386
SYN-000387,Android开发工程师,药明康德,5000-10000人,医药研发,上市公司,7,13,苏州,江苏,新一线,硕士,1年以内,SQL|Python|深度学习,补充商业保险|年度体检,2026-02-22,https://synthetic.dataset/SYN-000387
SYN-000388,产品经理,快手,5000-10000人,互联网/短视频,上市公司,39,84,佛山,广东,二线,大专,不限,Shell|RESTful API|Angular|PostgreSQL|NLTK,出国机会|通讯补贴|绩效奖金,2026-05-09,https://synthetic.dataset/SYN-000388
SYN-000389,机器人工程师,药明康德,5000-10000人,医药研发,上市公司,9,15,天津,天津,新一线,本科,应届,Seaborn|Python|Docker|Flink|Git|JMeter,餐补|带薪年假|股票期权|定期调薪|下午茶,2026-06-12,https://synthetic.dataset/SYN-000389
SYN-000390,C++开发工程师,大疆创新,2000-5000人,智能硬件/无人机,民营,9,16,青岛,山东,二线,本科,1年以内,Spring Cloud|Docker|Zookeeper,年终奖|补充商业保险|通讯补贴|结婚礼金|带薪年假|扁平化管理,2025-10-16,https://synthetic.dataset/SYN-000390
SYN-000391,数据库管理员(DBA),米哈游,2000-5000人,游戏,民营,18,39,苏州,江苏,新一线,本科,3-5年,敏捷开发|Scikit-learn|阿里云|JIRA|GitLab CI|Seaborn|DDD,交通补贴|项目奖金|零食不限量|住房补贴,2026-04-23,https://synthetic.dataset/SYN-000391
SYN-000392,售前工程师,贝壳找房,5000-10000人,互联网/房产,上市公司,10,16,苏州,江苏,新一线,本科,3年及以下,RabbitMQ|NLTK|Go|Flutter|Tomcat,年终奖|扁平化管理|技术培训|结婚礼金|带薪年假,2026-02-20,https://synthetic.dataset/SYN-000392
SYN-000393,云计算工程师,用友网络,2000-5000人,企业软件,创业公司,3,11,青岛,山东,二线,大专,应届,Express|Redis,健身房|住房补贴|交通补贴|年终奖|带薪年假|技术培训,2025-07-30,https://synthetic.dataset/SYN-000393
SYN-000394,SRE工程师,用友网络,2000-5000人,在线教育,外商独资,20,41,长沙,湖南,新一线,本科,1年以内,Azure|TensorFlow|Spring Boot,餐补|定期调薪|结婚礼金|绩效奖金,2025-09-30,https://synthetic.dataset/SYN-000394
SYN-000395,技术文档工程师,长江存储,2000-5000人,芯片制造,民营,3,6,大连,辽宁,二线,硕士,1-3年,Shell|Seaborn,股票期权|结婚礼金|年终奖|扁平化管理|团建活动,2025-11-25,https://synthetic.dataset/SYN-000395
SYN-000396,后端开发工程师,京东方,5000-10000人,显示面板,上市公司,8,13,南京,江苏,新一线,本科,3年及以下,RESTful API|Spring Boot|阿里云,带薪年假|住房补贴|零食不限量,2026-03-28,https://synthetic.dataset/SYN-000396
SYN-000397,UI/UX设计师,网易,5000人以上,人工智能,上市公司,19,42,上海,上海,一线,硕士,应届,DDD|微服务|RESTful API|Confluence|Flink|Selenium|JavaScript,股票期权|健身房|年终奖|绩效奖金|项目奖金|五险一金,2025-10-14,https://synthetic.dataset/SYN-000397
SYN-000398,系统管理员,商汤科技,1000-2000人,人工智能,民营,39,85,青岛,山东,二线,硕士,3-5年,Swift|FastAPI|Shell|JavaScript|Matplotlib,餐补|股票期权|弹性工作制,2026-01-23,https://synthetic.dataset/SYN-000398
SYN-000399,iOS开发工程师,小鹏汽车,1000-2000人,制造业/重工,上市公司,32,64,佛山,广东,二线,本科,不限,Spring Cloud|Scikit-learn|Nginx|腾讯云|Node.js|Seaborn,零食不限量|年度体检|年终奖|生育礼金|结婚礼金|扁平化管理,2026-04-05,https://synthetic.dataset/SYN-000399
SYN-000400,产品经理,阿里巴巴,10000人以上,互联网/电商,上市公司,29,63,苏州,江苏,新一线,硕士,3-5年,Redis|Git|MyBatis|Selenium|JMeter|JUnit|Spring Boot,出国机会|结婚礼金|五险一金|定期调薪,2026-04-26,https://synthetic.dataset/SYN-000400
SYN-000401,DevOps工程师,携程,5000-10000人,网络安全,上市公司,22,38,杭州,浙江,新一线,本科,应届,腾讯云|机器学习,绩效奖金|出国机会,2025-09-01,https://synthetic.dataset/SYN-000401
SYN-000402,Go开发工程师,海康威视,5000-10000人,安防/AI,上市公司,2,11,佛山,广东,二线,本科,1年以内,Rust|Redis|MyBatis,交通补贴|零食不限量,2025-12-23,https://synthetic.dataset/SYN-000402
SYN-000403,网络安全工程师,京东方,5000-10000人,显示面板,上市公司,11,22,北京,北京,一线,硕士,不限,FastAPI|TypeScript,餐补|交通补贴|下午茶|定期调薪|住房补贴,2025-11-10,https://synthetic.dataset/SYN-000403
SYN-000404,NLP算法工程师,蚂蚁集团,5000-10000人,金融科技,民营,9,16,佛山,广东,二线,大专,5-10年,Flask|RabbitMQ|NLTK|Hibernate|Scikit-learn|Pandas|GitLab CI|Kafka,技术培训|零食不限量|结婚礼金|五险一金|交通补贴,2026-01-07,https://synthetic.dataset/SYN-000404
SYN-000405,Python开发工程师,小红书,2000-5000人,互联网/社交电商,民营,8,17,上海,上海,一线,本科,3年及以下,JIRA|微服务|MongoDB,项目奖金|年度体检|绩效奖金|团建活动|补充商业保险,2026-01-24,https://synthetic.dataset/SYN-000405
SYN-000406,网络安全工程师,金山软件,1000-2000人,办公软件,上市公司,25,53,天津,天津,新一线,硕士,5-10年,JIRA|Git,零食不限量|定期调薪|带薪年假,2025-08-09,https://synthetic.dataset/SYN-000406
SYN-000407,Python开发工程师,科大讯飞,2000-5000人,人工智能/语音,上市公司,3,13,深圳,广东,一线,本科,3-5年,NLP|Nginx|Java|Django|SVN,交通补贴|绩效奖金|股票期权|住房补贴,2025-12-23,https://synthetic.dataset/SYN-000407
SYN-000408,Rust开发工程师,莉莉丝游戏,500-1000人,显示面板,国企,3,7,东莞,广东,新一线,大专,3-5年,计算机视觉|Shell|Scikit-learn|深度学习|Pandas|Vue|Java,定期调薪|零食不限量|绩效奖金|出国机会,2025-09-27,https://synthetic.dataset/SYN-000408
SYN-000409,硬件工程师,哔哩哔哩,2000-5000人,芯片设计,上市公司,5,6,上海,上海,一线,本科,3-5年,Linux|腾讯云|DDD,生育礼金|五险一金,2025-09-05,https://synthetic.dataset/SYN-000409
SYN-000410,Python开发工程师,用友网络,2000-5000人,企业软件,上市公司,7,8,上海,上海,一线,硕士,应届,Scikit-learn|Tomcat|Pandas|NLP,项目奖金|定期调薪|补充商业保险,2026-05-02,https://synthetic.dataset/SYN-000410
SYN-000411,AI训练师,华为,10000人以上,通信/IT,民营,14,27,南京,江苏,新一线,本科,3年及以下,TensorFlow|Django|Swift|微服务|Python,零食不限量|出国机会|项目奖金|交通补贴|技术培训|股票期权,2026-04-12,https://synthetic.dataset/SYN-000411
SYN-000412,测试开发工程师,奇安信,2000-5000人,网络安全,上市公司,4,10,武汉,湖北,新一线,本科,1-3年,RESTful API|Spark SQL|敏捷开发|React,健身房|项目奖金,2026-05-05,https://synthetic.dataset/SYN-000412
SYN-000413,Python开发工程师,理想汽车,2000-5000人,新能源汽车,上市公司,7,15,北京,北京,一线,本科,5-10年,Angular|MyBatis|深度学习|Elasticsearch|Spring Boot|Confluence,生育礼金|股票期权|出国机会|弹性工作制|项目奖金|健身房,2026-05-03,https://synthetic.dataset/SYN-000413
SYN-000414,iOS开发工程师,格力电器,5000-10000人,家电制造,上市公司,22,42,合肥,安徽,二线,硕士,3-5年,GitLab CI|DDD|Kafka|Matplotlib|Pandas,年度体检|带薪年假|股票期权|弹性工作制|健身房,2026-03-04,https://synthetic.dataset/SYN-000414
SYN-000415,嵌入式软件工程师,蚂蚁集团,5000-10000人,互联网/电商,民营,17,40,苏州,江苏,新一线,本科,3年及以下,PostgreSQL|Spring Boot|Hadoop|Kafka|Zookeeper|Flink,结婚礼金|年度体检,2025-09-06,https://synthetic.dataset/SYN-000415
SYN-000416,C++开发工程师,宁德时代,5000-10000人,新能源/电池,上市公司,35,71,杭州,浙江,新一线,本科,1-3年,腾讯云|Tomcat|React|Docker|MySQL|微服务|Vue,股票期权|出国机会|带薪年假|下午茶|零食不限量|生育礼金,2026-03-06,https://synthetic.dataset/SYN-000416
SYN-000417,Python开发工程师,BOSS直聘,1000-2000人,互联网/招聘,上市公司,6,10,南京,江苏,新一线,本科,3年及以下,Kubernetes|SVN|Kafka|机器学习,扁平化管理|五险一金|餐补|带薪年假|出国机会|健身房,2025-08-17,https://synthetic.dataset/SYN-000417
SYN-000418,机器人工程师,海康威视,5000-10000人,安防/AI,上市公司,24,50,武汉,湖北,新一线,本科,3-5年,Linux|NLTK|SVN|Spark|Vue|NumPy|JMeter|Flask,团建活动|定期调薪|五险一金|通讯补贴|结婚礼金,2026-06-15,https://synthetic.dataset/SYN-000418
SYN-000419,系统管理员,蔚来汽车,2000-5000人,新能源汽车,上市公司,19,40,郑州,河南,新一线,硕士,应届,Shell|Spring Cloud|HBase|NoSQL|JUnit,结婚礼金|生育礼金|通讯补贴|年度体检|五险一金,2026-03-24,https://synthetic.dataset/SYN-000419
SYN-000420,测试开发工程师,科大讯飞,2000-5000人,人工智能/语音,上市公司,5,8,济南,山东,二线,大专,1年以内,OpenCV|深度学习|Elasticsearch|DDD|Angular,补充商业保险|年度体检|弹性工作制|结婚礼金,2026-01-15,https://synthetic.dataset/SYN-000420
SYN-000421,Java开发工程师,长江存储,2000-5000人,芯片制造,民营,19,38,长沙,湖南,新一线,本科,3-5年,Matplotlib|GitLab CI|Seaborn|TensorFlow|NLP|FastAPI|JavaScript|Flutter,补充商业保险|健身房|住房补贴,2026-06-19,https://synthetic.dataset/SYN-000421
SYN-000422,NLP算法工程师,宁德时代,5000-10000人,企业软件,上市公司,10,16,深圳,广东,一线,大专,3-5年,PyTorch|微服务,零食不限量|团建活动,2026-07-07,https://synthetic.dataset/SYN-000422
SYN-000423,DevOps工程师,哔哩哔哩,2000-5000人,互联网/视频,上市公司,36,69,广州,广东,一线,本科,3年及以下,TDD|JavaScript|Python|Flink|DDD|HBase|深度学习,定期调薪|扁平化管理|年终奖,2026-03-01,https://synthetic.dataset/SYN-000423
SYN-000424,技术支持工程师,联影医疗,1000-2000人,医疗器械,民营,17,37,苏州,江苏,新一线,本科,3年及以下,Django|PostgreSQL|Spark|NLP|TensorFlow|Matplotlib,健身房|餐补|住房补贴,2025-07-23,https://synthetic.dataset/SYN-000424
SYN-000425,风控算法工程师,联影医疗,1000-2000人,医疗器械,民营,6,17,杭州,浙江,新一线,本科,3-5年,PyTorch|Seaborn|微服务|TensorFlow|SQL|Python|Linux,出国机会|餐补|扁平化管理,2026-03-19,https://synthetic.dataset/SYN-000425
SYN-000426,中间件开发工程师,腾讯,10000人以上,互联网/社交,上市公司,7,9,厦门,福建,二线,硕士,3-5年,阿里云|DDD|NLTK|Flink|TensorFlow,项目奖金|年终奖|出国机会,2025-09-21,https://synthetic.dataset/SYN-000426
SYN-000427,Android开发工程师,格力电器,5000-10000人,家电制造,上市公司,34,70,青岛,山东,二线,本科,不限,NLP|Kubernetes|Cypress|Nginx|HBase,补充商业保险|住房补贴|团建活动|生育礼金,2025-12-11,https://synthetic.dataset/SYN-000427
SYN-000428,物联网工程师,三一重工,5000-10000人,制造业/重工,上市公司,3,8,杭州,浙江,新一线,本科,应届,JUnit|Docker|MongoDB|JIRA,绩效奖金|健身房,2025-07-20,https://synthetic.dataset/SYN-000428
SYN-000429,数据库管理员(DBA),美团,5000-10000人,互联网/生活服务,上市公司,15,35,青岛,山东,二线,大专,不限,React Native|Cypress,定期调薪|补充商业保险|通讯补贴,2025-08-22,https://synthetic.dataset/SYN-000429
SYN-000430,全栈开发工程师,OPPO,5000-10000人,智能硬件,民营,12,25,东莞,广东,新一线,本科,3年及以下,Hadoop|Docker,股票期权|补充商业保险|定期调薪|绩效奖金,2025-12-26,https://synthetic.dataset/SYN-000430
SYN-000431,AI训练师,百度,5000-10000人,互联网/搜索,上市公司,2,7,杭州,浙江,新一线,本科,3-5年,Hadoop|Shell|Kubernetes,通讯补贴|健身房,2026-01-16,https://synthetic.dataset/SYN-000431
SYN-000432,嵌入式软件工程师,拼多多,5000-10000人,新能源/电池,上市公司,6,8,佛山,广东,二线,不限,不限,JUnit|Cypress|RESTful API|微服务,生育礼金|定期调薪|技术培训|健身房,2025-10-11,https://synthetic.dataset/SYN-000432
SYN-000433,AI训练师,BOSS直聘,1000-2000人,互联网/招聘,上市公司,30,61,合肥,安徽,二线,博士,5-10年,Rust|Swift|NoSQL|TensorFlow|SVN|Node.js|Shell|Zookeeper,定期调薪|团建活动|年度体检,2025-08-25,https://synthetic.dataset/SYN-000433
SYN-000434,网络安全工程师,京东,5000-10000人,互联网/电商,上市公司,4,11,南京,江苏,新一线,本科,3-5年,Rust|AWS|Shell|TDD|MySQL|OpenCV|React Native|Node.js,绩效奖金|出国机会|项目奖金|弹性工作制|交通补贴,2025-09-05,https://synthetic.dataset/SYN-000434
SYN-000435,技术总监,小红书,2000-5000人,互联网/社交电商,民营,12,21,佛山,广东,二线,本科,1年以内,机器学习|SQL|Kubernetes|Shell|Node.js|腾讯云|Flink,生育礼金|健身房|五险一金,2026-01-29,https://synthetic.dataset/SYN-000435
SYN-000436,全栈开发工程师,VIVO,5000-10000人,互联网/内容,民营,5,12,广州,广东,一线,不限,5-10年,Git|Hive,五险一金|带薪年假|下午茶|技术培训|餐补,2026-07-11,https://synthetic.dataset/SYN-000436
SYN-000437,售前工程师,BOSS直聘,1000-2000人,互联网/招聘,上市公司,24,48,北京,北京,一线,本科,不限,Spring Boot|Flutter|NumPy,零食不限量|下午茶|年终奖|弹性工作制,2026-03-06,https://synthetic.dataset/SYN-000437
SYN-000438,嵌入式软件工程师,字节跳动,10000人以上,互联网/内容,民营,5,11,东莞,广东,新一线,本科,5-10年,Cypress|GitLab CI|MySQL|NLTK|Django|敏捷开发|Scikit-learn|PostgreSQL,年度体检|餐补|生育礼金|五险一金|弹性工作制|零食不限量,2026-05-14,https://synthetic.dataset/SYN-000438
SYN-000439,云计算工程师,长江存储,2000-5000人,互联网/内容,民营,14,26,杭州,浙江,新一线,本科,应届,JUnit|SVN,绩效奖金|通讯补贴|交通补贴|年终奖,2026-06-05,https://synthetic.dataset/SYN-000439
SYN-000440,后端开发工程师,腾讯,10000人以上,互联网/社交,上市公司,7,13,杭州,浙江,新一线,本科,5-10年,TDD|Kubernetes|Angular|Node.js|Zookeeper|Python|HBase,下午茶|定期调薪|带薪年假|餐补|扁平化管理|出国机会,2026-06-23,https://synthetic.dataset/SYN-000440
SYN-000441,Python开发工程师,鹰角网络,200-500人,游戏,民营,5,6,南京,江苏,新一线,本科,3-5年,Flink|Cypress|PostgreSQL|Prometheus|TDD|Shell|MongoDB|Hadoop,零食不限量|下午茶,2025-11-25,https://synthetic.dataset/SYN-000441
SYN-000442,区块链开发工程师,小红书,2000-5000人,新能源/电池,民营,19,37,广州,广东,一线,本科,1年以内,Elasticsearch|Cypress|MyBatis,年终奖|弹性工作制|股票期权|五险一金,2026-03-31,https://synthetic.dataset/SYN-000442
SYN-000443,运维工程师,网易,5000人以上,互联网/游戏,上市公司,19,42,合肥,安徽,二线,博士,1年以内,Vue|Python|MongoDB|Express|GitLab CI|Azure|Spring Boot|Tomcat,团建活动|股票期权|出国机会|结婚礼金,2025-09-07,https://synthetic.dataset/SYN-000443
SYN-000444,技术支持工程师,腾讯,10000人以上,互联网/社交,上市公司,10,23,合肥,安徽,二线,本科,1-3年,Java|Spark|Spring Boot|HBase,绩效奖金|结婚礼金|定期调薪|餐补,2026-05-11,https://synthetic.dataset/SYN-000444
SYN-000445,推荐系统工程师,阿里巴巴,10000人以上,互联网/电商,上市公司,5,13,南京,江苏,新一线,硕士,3年及以下,Go|计算机视觉|Node.js|FastAPI|Linux|Kubernetes|DDD,生育礼金|年度体检,2026-05-19,https://synthetic.dataset/SYN-000445
SYN-000446,运维工程师,蚂蚁集团,5000-10000人,金融科技,合资,40,84,厦门,福建,二线,本科,5-10年,RocketMQ|Matplotlib,出国机会|项目奖金,2026-04-24,https://synthetic.dataset/SYN-000446
SYN-000447,数据分析师,蔚来汽车,2000-5000人,互联网/内容,上市公司,22,41,苏州,江苏,新一线,本科,3-5年,NLTK|Azure|Shell|Flutter,五险一金|绩效奖金,2025-09-29,https://synthetic.dataset/SYN-000447
SYN-000448,前端开发工程师,哔哩哔哩,2000-5000人,互联网/视频,上市公司,6,8,济南,山东,二线,本科,不限,Prometheus|FastAPI|TDD|MongoDB|Pandas|MySQL|PostgreSQL,年终奖|弹性工作制|出国机会,2026-04-08,https://synthetic.dataset/SYN-000448
SYN-000449,产品经理,格力电器,5000-10000人,家电制造,上市公司,42,83,南京,江苏,新一线,大专,不限,Shell|Linux,五险一金|年终奖|交通补贴|餐补,2025-07-24,https://synthetic.dataset/SYN-000449
SYN-000450,推荐系统工程师,三一重工,5000-10000人,制造业/重工,上市公司,16,29,东莞,广东,新一线,本科,1年以内,AWS|HBase|Elasticsearch|腾讯云|GitLab CI|DDD,弹性工作制|年度体检|项目奖金,2026-02-02,https://synthetic.dataset/SYN-000450
SYN-000451,数据分析师,BOSS直聘,1000-2000人,互联网/招聘,外商独资,8,14,福州,福建,二线,大专,应届,Django|TDD|JUnit|Scikit-learn|MyBatis,下午茶|技术培训,2026-05-06,https://synthetic.dataset/SYN-000451
SYN-000452,技术文档工程师,小米,5000-10000人,企业软件,上市公司,8,18,广州,广东,一线,硕士,1年以内,Python|NLP|Express|Linux,生育礼金|弹性工作制|交通补贴|健身房|结婚礼金,2026-05-28,https://synthetic.dataset/SYN-000452
SYN-000453,全栈开发工程师,理想汽车,2000-5000人,新能源汽车,上市公司,3,4,佛山,广东,二线,本科,1-3年,JMeter|Hive|Cypress|Azure|Express|Linux|计算机视觉|Flask,下午茶|年度体检|健身房|项目奖金|股票期权,2026-01-22,https://synthetic.dataset/SYN-000453
